PH013318000,Number of Child Headed_Male,0
PH013319000,Number of Child Headed_Male,0
PH013320000,Number of Child Headed_Male,0
PH015501000,Number of Child Headed_Male,1
PH015502000,Number of Child Headed_Male,1
PH015503000,Number of Child Headed_Male,2
PH015504000,Number of Child Headed_Male,1
PH015505000,Number of Child Headed_Male,0
PH015506000,Number of Child Headed_Male,1
PH015507000,Number of Child Headed_Male,0
PH015508000,Number of Child Headed_Male,1
PH015509000,Number of Child Headed_Male,0
PH015510000,Number of Child Headed_Male,0
PH015511000,Number of Child Headed_Male,6
PH015512000,Number of Child Headed_Male,2
PH015513000,Number of Child Headed_Male,4
PH015514000,Number of Child Headed_Male,2
PH015515000,Number of Child Headed_Male,1
PH015516000,Number of Child Headed_Male,1
PH015517000,Number of Child Headed_Male,4
PH015518000,Number of Child Headed_Male,2
PH015519000,Number of Child Headed_Male,0
PH015520000,Number of Child Headed_Male,3
PH015521000,Number of Child Headed_Male,2
PH015522000,Number of Child Headed_Male,5
PH015523000,Number of Child Headed_Male,0
PH015524000,Number of Child Headed_Male,3
PH015525000,Number of Child Headed_Male,3
PH015526000,Number of Child Headed_Male,1
PH015527000,Number of Child Headed_Male,1
PH015528000,Number of Child Headed_Male,0
PH015529000,Number of Child Headed_Male,0
PH015530000,Number of Child Headed_Male,0
PH015531000,Number of Child Headed_Male,1
PH015532000,Number of Child Headed_Male,5
PH015533000,Number of Child Headed_Male,1
PH015534000,Number of Child Headed_Male,1
PH015535000,Number of Child Headed_Male,1
PH015536000,Number of Child Headed_Male,1
PH015537000,Number of Child Headed_Male,1
PH015538000,Number of Child Headed_Male,1
PH015539000,Number of Child Headed_Male,0
PH015540000,Number of Child Headed_Male,0
PH015541000,Number of Child Headed_Male,1
PH015542000,Number of Child Headed_Male,0
PH015543000,Number of Child Headed_Male,2
PH015544000,Number of Child Headed_Male,1
PH015545000,Number of Child Headed_Male,4
PH015546000,Number of Child Headed_Male,1
PH015547000,Number of Child Headed_Male,0
PH015548000,Number of Child Headed_Male,0
PH020901000,Number of Child Headed_Male,1
PH020902000,Number of Child Headed_Male,0
PH020903000,Number of Child Headed_Male,0
PH020904000,Number of Child Headed_Male,0
PH020905000,Number of Child Headed_Male,0
PH020906000,Number of Child Headed_Male,0
PH021501000,Number of Child Headed_Male,4
PH021502000,Number of Child Headed_Male,2
PH021503000,Number of Child Headed_Male,4
PH021504000,Number of Child Headed_Male,6
PH021505000,Number of Child Headed_Male,2
PH021506000,Number of Child Headed_Male,5
PH021507000,Number of Child Headed_Male,1
PH021508000,Number of Child Headed_Male,1
PH021509000,Number of Child Headed_Male,6
PH021510000,Number of Child Headed_Male,0
PH021511000,Number of Child Headed_Male,2
PH021512000,Number of Child Headed_Male,0
PH021513000,Number of Child Headed_Male,4
PH021514000,Number of Child Headed_Male,1
PH021515000,Number of Child Headed_Male,5
PH021516000,Number of Child Headed_Male,3
PH021517000,Number of Child Headed_Male,4
PH021518000,Number of Child Headed_Male,0
PH021519000,Number of Child Headed_Male,2
PH021520000,Number of Child Headed_Male,0
PH021521000,Number of Child Headed_Male,6
PH021522000,Number of Child Headed_Male,2
PH021523000,Number of Child Headed_Male,4
PH021524000,Number of Child Headed_Male,0
PH021525000,Number of Child Headed_Male,2
PH021526000,Number of Child Headed_Male,1
PH021527000,Number of Child Headed_Male,9
PH021528000,Number of Child Headed_Male,5
PH021529000,Number of Child Headed_Male,2
PH023101000,Number of Child Headed_Male,2
PH023102000,Number of Child Headed_Male,1
PH023103000,Number of Child Headed_Male,1
PH023104000,Number of Child Headed_Male,3
PH023105000,Number of Child Headed_Male,1
PH023106000,Number of Child Headed_Male,1
PH023107000,Number of Child Headed_Male,2
PH023108000,Number of Child Headed_Male,7
PH023109000,Number of Child Headed_Male,3
PH023110000,Number of Child Headed_Male,1
PH023111000,Number of Child Headed_Male,4
PH023112000,Number of Child Headed_Male,3
PH023113000,Number of Child Headed_Male,0
PH023114000,Number of Child Headed_Male,11
PH023115000,Number of Child Headed_Male,2
PH023116000,Number of Child Headed_Male,1
PH023117000,Number of Child Headed_Male,0
PH023118000,Number of Child Headed_Male,1
PH023119000,Number of Child Headed_Male,1
PH023120000,Number of Child Headed_Male,0
PH023121000,Number of Child Headed_Male,1
PH023122000,Number of Child Headed_Male,3
PH023123000,Number of Child Headed_Male,1
PH023124000,Number of Child Headed_Male,3
PH023125000,Number of Child Headed_Male,0
PH023126000,Number of Child Headed_Male,1
PH023127000,Number of Child Headed_Male,0
PH023128000,Number of Child Headed_Male,3
PH023129000,Number of Child Headed_Male,3
PH023130000,Number of Child Headed_Male,0
PH023131000,Number of Child Headed_Male,8
PH023132000,Number of Child Headed_Male,2
PH023133000,Number of Child Headed_Male,2
PH023134000,Number of Child Headed_Male,3
PH023135000,Number of Child Headed_Male,3
PH023136000,Number of Child Headed_Male,3
PH023137000,Number of Child Headed_Male,3
PH025001000,Number of Child Headed_Male,1
PH025002000,Number of Child Headed_Male,2
PH025003000,Number of Child Headed_Male,1
PH025004000,Number of Child Headed_Male,1
PH025005000,Number of Child Headed_Male,0
PH025006000,Number of Child Headed_Male,3
PH025007000,Number of Child Headed_Male,1
PH025008000,Number of Child Headed_Male,1
PH025009000,Number of Child Headed_Male,0
PH025010000,Number of Child Headed_Male,1
PH025011000,Number of Child Headed_Male,1
PH025012000,Number of Child Headed_Male,2
PH025013000,Number of Child Headed_Male,3
PH025014000,Number of Child Headed_Male,0
PH025015000,Number of Child Headed_Male,0
PH025701000,Number of Child Headed_Male,1
PH025702000,Number of Child Headed_Male,0
PH025703000,Number of Child Headed_Male,1
PH025704000,Number of Child Headed_Male,2
PH025705000,Number of Child Headed_Male,0
PH025706000,Number of Child Headed_Male,1
PH030801000,Number of Child Headed_Male,5
PH030802000,Number of Child Headed_Male,0
PH030803000,Number of Child Headed_Male,2
PH030804000,Number of Child Headed_Male,3
PH030805000,Number of Child Headed_Male,2
PH030806000,Number of Child Headed_Male,2
PH030807000,Number of Child Headed_Male,2
PH030808000,Number of Child Headed_Male,1
PH030809000,Number of Child Headed_Male,1
PH030810000,Number of Child Headed_Male,4
PH030811000,Number of Child Headed_Male,0
PH030812000,Number of Child Headed_Male,0
PH031401000,Number of Child Headed_Male,2
PH031402000,Number of Child Headed_Male,0
PH031403000,Number of Child Headed_Male,2
PH031404000,Number of Child Headed_Male,1
PH031405000,Number of Child Headed_Male,1
PH031406000,Number of Child Headed_Male,0
PH031407000,Number of Child Headed_Male,0
PH031408000,Number of Child Headed_Male,0
PH031409000,Number of Child Headed_Male,6
PH031410000,Number of Child Headed_Male,0
PH031411000,Number of Child Headed_Male,2
PH031412000,Number of Child Headed_Male,2
PH031413000,Number of Child Headed_Male,2
PH031414000,Number of Child Headed_Male,0
PH031415000,Number of Child Headed_Male,1
PH031416000,Number of Child Headed_Male,2
PH031417000,Number of Child Headed_Male,1
PH031418000,Number of Child Headed_Male,1
PH031419000,Number of Child Headed_Male,3
PH031420000,Number of Child Headed_Male,4
PH031421000,Number of Child Headed_Male,3
PH031422000,Number of Child Headed_Male,1
PH031423000,Number of Child Headed_Male,2
PH031424000,Number of Child Headed_Male,3
PH034901000,Number of Child Headed_Male,3
PH034902000,Number of Child Headed_Male,4
PH034903000,Number of Child Headed_Male,8
PH034904000,Number of Child Headed_Male,1
PH034905000,Number of Child Headed_Male,7
PH034906000,Number of Child Headed_Male,6
PH034907000,Number of Child Headed_Male,1
PH034908000,Number of Child Headed_Male,0
PH034909000,Number of Child Headed_Male,3
PH034910000,Number of Child Headed_Male,1
PH034911000,Number of Child Headed_Male,7
PH034912000,Number of Child Headed_Male,4
PH034913000,Number of Child Headed_Male,3
PH034914000,Number of Child Headed_Male,2
PH034915000,Number of Child Headed_Male,3
PH034916000,Number of Child Headed_Male,1
PH034917000,Number of Child Headed_Male,4
PH034918000,Number of Child Headed_Male,0
PH034919000,Number of Child Headed_Male,3
PH034920000,Number of Child Headed_Male,2
PH034921000,Number of Child Headed_Male,1
PH034922000,Number of Child Headed_Male,1
PH034923000,Number of Child Headed_Male,5
PH034924000,Number of Child Headed_Male,5
PH034925000,Number of Child Headed_Male,3
PH034926000,Number of Child Headed_Male,10
PH034927000,Number of Child Headed_Male,2
PH034928000,Number of Child Headed_Male,4
PH034929000,Number of Child Headed_Male,3
PH034930000,Number of Child Headed_Male,5
PH034931000,Number of Child Headed_Male,3
PH034932000,Number of Child Headed_Male,0
PH035401000,Number of Child Headed_Male,2
PH035402000,Number of Child Headed_Male,0
PH035403000,Number of Child Headed_Male,7
PH035404000,Number of Child Headed_Male,4
PH035405000,Number of Child Headed_Male,9
PH035406000,Number of Child Headed_Male,6
PH035407000,Number of Child Headed_Male,2
PH035408000,Number of Child Headed_Male,6
PH035409000,Number of Child Headed_Male,5
PH035410000,Number of Child Headed_Male,2
PH035411000,Number of Child Headed_Male,2
PH035412000,Number of Child Headed_Male,5
PH035413000,Number of Child Headed_Male,5
PH035414000,Number of Child Headed_Male,0
PH035415000,Number of Child Headed_Male,6
PH035416000,Number of Child Headed_Male,4
PH035417000,Number of Child Headed_Male,2
PH035418000,Number of Child Headed_Male,1
PH035419000,Number of Child Headed_Male,0
PH035420000,Number of Child Headed_Male,1
PH035421000,Number of Child Headed_Male,1
PH035422000,Number of Child Headed_Male,3
PH036901000,Number of Child Headed_Male,0
PH036902000,Number of Child Headed_Male,1
PH036903000,Number of Child Headed_Male,1
PH036904000,Number of Child Headed_Male,13
PH036905000,Number of Child Headed_Male,1
PH036906000,Number of Child Headed_Male,2
PH036907000,Number of Child Headed_Male,7
PH036908000,Number of Child Headed_Male,2
PH036909000,Number of Child Headed_Male,2
PH036910000,Number of Child Headed_Male,5
PH036911000,Number of Child Headed_Male,1
PH036912000,Number of Child Headed_Male,0
PH036913000,Number of Child Headed_Male,1
PH036914000,Number of Child Headed_Male,0
PH036915000,Number of Child Headed_Male,3
PH036916000,Number of Child Headed_Male,12
PH036917000,Number of Child Headed_Male,3
PH036918000,Number of Child Headed_Male,6
PH037101000,Number of Child Headed_Male,7
PH037102000,Number of Child Headed_Male,2
PH037103000,Number of Child Headed_Male,2
PH037104000,Number of Child Headed_Male,1
PH037105000,Number of Child Headed_Male,1
PH037106000,Number of Child Headed_Male,4
PH037107000,Number of Child Headed_Male,3
PH037108000,Number of Child Headed_Male,2
PH037109000,Number of Child Headed_Male,0
PH037110000,Number of Child Headed_Male,1
PH037111000,Number of Child Headed_Male,3
PH037112000,Number of Child Headed_Male,4
PH037113000,Number of Child Headed_Male,3
PH037114000,Number of Child Headed_Male,4
PH037701000,Number of Child Headed_Male,2
PH037702000,Number of Child Headed_Male,5
PH037703000,Number of Child Headed_Male,4
PH037704000,Number of Child Headed_Male,1
PH037705000,Number of Child Headed_Male,0
PH037706000,Number of Child Headed_Male,1
PH037707000,Number of Child Headed_Male,2
PH037708000,Number of Child Headed_Male,4
PH041001000,Number of Child Headed_Male,1
PH041002000,Number of Child Headed_Male,0
PH041003000,Number of Child Headed_Male,1
PH041004000,Number of Child Headed_Male,1
PH041005000,Number of Child Headed_Male,2
PH041006000,Number of Child Headed_Male,0
PH041007000,Number of Child Headed_Male,1
PH041008000,Number of Child Headed_Male,3
PH041009000,Number of Child Headed_Male,0
PH041010000,Number of Child Headed_Male,0
PH041011000,Number of Child Headed_Male,1
PH041012000,Number of Child Headed_Male,0
PH041013000,Number of Child Headed_Male,0
PH041014000,Number of Child Headed_Male,1
PH041015000,Number of Child Headed_Male,0
PH041016000,Number of Child Headed_Male,0
PH041017000,Number of Child Headed_Male,0
PH041018000,Number of Child Headed_Male,2
PH041019000,Number of Child Headed_Male,1
PH041020000,Number of Child Headed_Male,1
PH041021000,Number of Child Headed_Male,6
PH041022000,Number of Child Headed_Male,1
PH041023000,Number of Child Headed_Male,0
PH041024000,Number of Child Headed_Male,0
PH041025000,Number of Child Headed_Male,0
PH041026000,Number of Child Headed_Male,1
PH041027000,Number of Child Headed_Male,1
PH041028000,Number of Child Headed_Male,1
PH041029000,Number of Child Headed_Male,1
PH041030000,Number of Child Headed_Male,0
PH041031000,Number of Child Headed_Male,0
PH041032000,Number of Child Headed_Male,1
PH041033000,Number of Child Headed_Male,0
PH041034000,Number of Child Headed_Male,0
PH042101000,Number of Child Headed_Male,0
PH042102000,Number of Child Headed_Male,1
PH042103000,Number of Child Headed_Male,6
PH042104000,Number of Child Headed_Male,0
PH042105000,Number of Child Headed_Male,0
PH042106000,Number of Child Headed_Male,4
PH042107000,Number of Child Headed_Male,0
PH042108000,Number of Child Headed_Male,0
PH042109000,Number of Child Headed_Male,0
PH042110000,Number of Child Headed_Male,1
PH042111000,Number of Child Headed_Male,1
PH042112000,Number of Child Headed_Male,1
PH042113000,Number of Child Headed_Male,0
PH042114000,Number of Child Headed_Male,0
PH042115000,Number of Child Headed_Male,1
PH042116000,Number of Child Headed_Male,0
PH042117000,Number of Child Headed_Male,2
PH042118000,Number of Child Headed_Male,2
PH042119000,Number of Child Headed_Male,0
PH042120000,Number of Child Headed_Male,0
PH042121000,Number of Child Headed_Male,1
PH042122000,Number of Child Headed_Male,1
PH042123000,Number of Child Headed_Male,0
PH043401000,Number of Child Headed_Male,0
PH043402000,Number of Child Headed_Male,1
PH043403000,Number of Child Headed_Male,0
PH043404000,Number of Child Headed_Male,2
PH043405000,Number of Child Headed_Male,1
PH043406000,Number of Child Headed_Male,2
PH043407000,Number of Child Headed_Male,0
PH043408000,Number of Child Headed_Male,0
PH043409000,Number of Child Headed_Male,0
PH043410000,Number of Child Headed_Male,0
PH043411000,Number of Child Headed_Male,1
PH043412000,Number of Child Headed_Male,0
PH043413000,Number of Child Headed_Male,2
PH043414000,Number of Child Headed_Male,0
PH043415000,Number of Child Headed_Male,0
PH043416000,Number of Child Headed_Male,0
PH043417000,Number of Child Headed_Male,1
PH043418000,Number of Child Headed_Male,1
PH043419000,Number of Child Headed_Male,1
PH043420000,Number of Child Headed_Male,1
PH043421000,Number of Child Headed_Male,0
PH043422000,Number of Child Headed_Male,0
PH043423000,Number of Child Headed_Male,0
PH043424000,Number of Child Headed_Male,1
PH043425000,Number of Child Headed_Male,0
PH043426000,Number of Child Headed_Male,0
PH043427000,Number of Child Headed_Male,1
PH043428000,Number of Child Headed_Male,1
PH043429000,Number of Child Headed_Male,0
PH043430000,Number of Child Headed_Male,1
PH045601000,Number of Child Headed_Male,0
PH045602000,Number of Child Headed_Male,0
PH045603000,Number of Child Headed_Male,2
PH045605000,Number of Child Headed_Male,1
PH045606000,Number of Child Headed_Male,1
PH045607000,Number of Child Headed_Male,3
PH045608000,Number of Child Headed_Male,2
PH045610000,Number of Child Headed_Male,1
PH045615000,Number of Child Headed_Male,0
PH045616000,Number of Child Headed_Male,1
PH045617000,Number of Child Headed_Male,5
PH045618000,Number of Child Headed_Male,0
PH045619000,Number of Child Headed_Male,1
PH045620000,Number of Child Headed_Male,2
PH045621000,Number of Child Headed_Male,0
PH045622000,Number of Child Headed_Male,2
PH045623000,Number of Child Headed_Male,0
PH045624000,Number of Child Headed_Male,1
PH045625000,Number of Child Headed_Male,0
PH045627000,Number of Child Headed_Male,1
PH045628000,Number of Child Headed_Male,1
PH045629000,Number of Child Headed_Male,0
PH045630000,Number of Child Headed_Male,0
PH045631000,Number of Child Headed_Male,0
PH045632000,Number of Child Headed_Male,0
PH045633000,Number of Child Headed_Male,0
PH045634000,Number of Child Headed_Male,0
PH045635000,Number of Child Headed_Male,0
PH045636000,Number of Child Headed_Male,0
PH045637000,Number of Child Headed_Male,0
PH045638000,Number of Child Headed_Male,0
PH045639000,Number of Child Headed_Male,0
PH045640000,Number of Child Headed_Male,3
PH045641000,Number of Child Headed_Male,0
PH045642000,Number of Child Headed_Male,10
PH045644000,Number of Child Headed_Male,2
PH045645000,Number of Child Headed_Male,0
PH045646000,Number of Child Headed_Male,0
PH045647000,Number of Child Headed_Male,1
PH045648000,Number of Child Headed_Male,1
PH045649000,Number of Child Headed_Male,0
PH045801000,Number of Child Headed_Male,1
PH045802000,Number of Child Headed_Male,3
PH045803000,Number of Child Headed_Male,0
PH045804000,Number of Child Headed_Male,2
PH045805000,Number of Child Headed_Male,0
PH045806000,Number of Child Headed_Male,3
PH045807000,Number of Child Headed_Male,0
PH045808000,Number of Child Headed_Male,2
PH045809000,Number of Child Headed_Male,0
PH045810000,Number of Child Headed_Male,1
PH045811000,Number of Child Headed_Male,1
PH045812000,Number of Child Headed_Male,5
PH045813000,Number of Child Headed_Male,1
PH045814000,Number of Child Headed_Male,0
PH050501000,Number of Child Headed_Male,3
PH050502000,Number of Child Headed_Male,1
PH050503000,Number of Child Headed_Male,0
PH050504000,Number of Child Headed_Male,3
PH050505000,Number of Child Headed_Male,1
PH050506000,Number of Child Headed_Male,1
PH050507000,Number of Child Headed_Male,7
PH050508000,Number of Child Headed_Male,1
PH050509000,Number of Child Headed_Male,1
PH050510000,Number of Child Headed_Male,4
PH050511000,Number of Child Headed_Male,1
PH050512000,Number of Child Headed_Male,4
PH050513000,Number of Child Headed_Male,2
PH050514000,Number of Child Headed_Male,4
PH050515000,Number of Child Headed_Male,0
PH050516000,Number of Child Headed_Male,0
PH050517000,Number of Child Headed_Male,7
PH050518000,Number of Child Headed_Male,0
PH051601000,Number of Child Headed_Male,1
PH051602000,Number of Child Headed_Male,0
PH051603000,Number of Child Headed_Male,0
PH051604000,Number of Child Headed_Male,0
PH051605000,Number of Child Headed_Male,2
PH051606000,Number of Child Headed_Male,6
PH051607000,Number of Child Headed_Male,0
PH051608000,Number of Child Headed_Male,5
PH051609000,Number of Child Headed_Male,0
PH051610000,Number of Child Headed_Male,1
PH051611000,Number of Child Headed_Male,1
PH051612000,Number of Child Headed_Male,1
PH051701000,Number of Child Headed_Male,0
PH051702000,Number of Child Headed_Male,3
PH051703000,Number of Child Headed_Male,3
PH051704000,Number of Child Headed_Male,0
PH051705000,Number of Child Headed_Male,9
PH051706000,Number of Child Headed_Male,3
PH051707000,Number of Child Headed_Male,1
PH051708000,Number of Child Headed_Male,10
PH051709000,Number of Child Headed_Male,1
PH051710000,Number of Child Headed_Male,0
PH051711000,Number of Child Headed_Male,2
PH051712000,Number of Child Headed_Male,0
PH051713000,Number of Child Headed_Male,0
PH051714000,Number of Child Headed_Male,3
PH051715000,Number of Child Headed_Male,5
PH051716000,Number of Child Headed_Male,7
PH051717000,Number of Child Headed_Male,2
PH051718000,Number of Child Headed_Male,8
PH051719000,Number of Child Headed_Male,4
PH051720000,Number of Child Headed_Male,1
PH051721000,Number of Child Headed_Male,1
PH051722000,Number of Child Headed_Male,2
PH051723000,Number of Child Headed_Male,5
PH051724000,Number of Child Headed_Male,3
PH051725000,Number of Child Headed_Male,0
PH051726000,Number of Child Headed_Male,2
PH051727000,Number of Child Headed_Male,1
PH051728000,Number of Child Headed_Male,3
PH051729000,Number of Child Headed_Male,0
PH051730000,Number of Child Headed_Male,2
PH051731000,Number of Child Headed_Male,0
PH051732000,Number of Child Headed_Male,0
PH051733000,Number of Child Headed_Male,3
PH051734000,Number of Child Headed_Male,3
PH051735000,Number of Child Headed_Male,2
PH051736000,Number of Child Headed_Male,5
PH051737000,Number of Child Headed_Male,8
PH052001000,Number of Child Headed_Male,3
PH052002000,Number of Child Headed_Male,0
PH052003000,Number of Child Headed_Male,1
PH052004000,Number of Child Headed_Male,2
PH052005000,Number of Child Headed_Male,1
PH052006000,Number of Child Headed_Male,0
PH052007000,Number of Child Headed_Male,0
PH052008000,Number of Child Headed_Male,1
PH052009000,Number of Child Headed_Male,1
PH052010000,Number of Child Headed_Male,0
PH052011000,Number of Child Headed_Male,1
PH054101000,Number of Child Headed_Male,8
PH054102000,Number of Child Headed_Male,2
PH054103000,Number of Child Headed_Male,2
PH054104000,Number of Child Headed_Male,2
PH054105000,Number of Child Headed_Male,7
PH054106000,Number of Child Headed_Male,4
PH054107000,Number of Child Headed_Male,3
PH054108000,Number of Child Headed_Male,4
PH054109000,Number of Child Headed_Male,4
PH054110000,Number of Child Headed_Male,4
PH054111000,Number of Child Headed_Male,8
PH054112000,Number of Child Headed_Male,7
PH054113000,Number of Child Headed_Male,2
PH054114000,Number of Child Headed_Male,4
PH054115000,Number of Child Headed_Male,2
PH054116000,Number of Child Headed_Male,1
PH054117000,Number of Child Headed_Male,4
PH054118000,Number of Child Headed_Male,2
PH054119000,Number of Child Headed_Male,0
PH054120000,Number of Child Headed_Male,5
PH054121000,Number of Child Headed_Male,2
PH056202000,Number of Child Headed_Male,0
PH056203000,Number of Child Headed_Male,5
PH056204000,Number of Child Headed_Male,0
PH056205000,Number of Child Headed_Male,0
PH056206000,Number of Child Headed_Male,3
PH056207000,Number of Child Headed_Male,2
PH056208000,Number of Child Headed_Male,1
PH056209000,Number of Child Headed_Male,2
PH056210000,Number of Child Headed_Male,0
PH056211000,Number of Child Headed_Male,3
PH056212000,Number of Child Headed_Male,1
PH056213000,Number of Child Headed_Male,2
PH056214000,Number of Child Headed_Male,1
PH056215000,Number of Child Headed_Male,0
PH056216000,Number of Child Headed_Male,2
PH060401000,Number of Child Headed_Male,1
PH060402000,Number of Child Headed_Male,3
PH060403000,Number of Child Headed_Male,0
PH060404000,Number of Child Headed_Male,4
PH060405000,Number of Child Headed_Male,1
PH060406000,Number of Child Headed_Male,8
PH060407000,Number of Child Headed_Male,1
PH060408000,Number of Child Headed_Male,2
PH060409000,Number of Child Headed_Male,4
PH060410000,Number of Child Headed_Male,4
PH060411000,Number of Child Headed_Male,2
PH060412000,Number of Child Headed_Male,1
PH060413000,Number of Child Headed_Male,1
PH060414000,Number of Child Headed_Male,4
PH060415000,Number of Child Headed_Male,1
PH060416000,Number of Child Headed_Male,1
PH060417000,Number of Child Headed_Male,1
PH060601000,Number of Child Headed_Male,1
PH060602000,Number of Child Headed_Male,1
PH060603000,Number of Child Headed_Male,0
PH060604000,Number of Child Headed_Male,4
PH060605000,Number of Child Headed_Male,3
PH060606000,Number of Child Headed_Male,5
PH060607000,Number of Child Headed_Male,2
PH060608000,Number of Child Headed_Male,10
PH060609000,Number of Child Headed_Male,5
PH060610000,Number of Child Headed_Male,3
PH060611000,Number of Child Headed_Male,2
PH060612000,Number of Child Headed_Male,3
PH060613000,Number of Child Headed_Male,0
PH060614000,Number of Child Headed_Male,13
PH060615000,Number of Child Headed_Male,2
PH060616000,Number of Child Headed_Male,1
PH060617000,Number of Child Headed_Male,3
PH060618000,Number of Child Headed_Male,1
PH061901000,Number of Child Headed_Male,0
PH061902000,Number of Child Headed_Male,1
PH061903000,Number of Child Headed_Male,2
PH061904000,Number of Child Headed_Male,7
PH061905000,Number of Child Headed_Male,2
PH061906000,Number of Child Headed_Male,0
PH061907000,Number of Child Headed_Male,5
PH061908000,Number of Child Headed_Male,2
PH061909000,Number of Child Headed_Male,3
PH061910000,Number of Child Headed_Male,3
PH061911000,Number of Child Headed_Male,5
PH061912000,Number of Child Headed_Male,7
PH061913000,Number of Child Headed_Male,3
PH061914000,Number of Child Headed_Male,3
PH061915000,Number of Child Headed_Male,1
PH061916000,Number of Child Headed_Male,2
PH061917000,Number of Child Headed_Male,5
PH063001000,Number of Child Headed_Male,10
PH063002000,Number of Child Headed_Male,6
PH063003000,Number of Child Headed_Male,2
PH063004000,Number of Child Headed_Male,1
PH063005000,Number of Child Headed_Male,2
PH063006000,Number of Child Headed_Male,5
PH063007000,Number of Child Headed_Male,4
PH063008000,Number of Child Headed_Male,8
PH063009000,Number of Child Headed_Male,0
PH063010000,Number of Child Headed_Male,3
PH063012000,Number of Child Headed_Male,0
PH063013000,Number of Child Headed_Male,2
PH063014000,Number of Child Headed_Male,9
PH063015000,Number of Child Headed_Male,8
PH063016000,Number of Child Headed_Male,5
PH063017000,Number of Child Headed_Male,2
PH063018000,Number of Child Headed_Male,1
PH063019000,Number of Child Headed_Male,5
PH063020000,Number of Child Headed_Male,1
PH063021000,Number of Child Headed_Male,0
PH063022000,Number of Child Headed_Male,6
PH063023000,Number of Child Headed_Male,11
PH063025000,Number of Child Headed_Male,7
PH063026000,Number of Child Headed_Male,1
PH063027000,Number of Child Headed_Male,6
PH063028000,Number of Child Headed_Male,6
PH063029000,Number of Child Headed_Male,3
PH063030000,Number of Child Headed_Male,6
PH063031000,Number of Child Headed_Male,2
PH063032000,Number of Child Headed_Male,2
PH063034000,Number of Child Headed_Male,3
PH063035000,Number of Child Headed_Male,7
PH063036000,Number of Child Headed_Male,0
PH063037000,Number of Child Headed_Male,2
PH063038000,Number of Child Headed_Male,5
PH063039000,Number of Child Headed_Male,6
PH063040000,Number of Child Headed_Male,7
PH063041000,Number of Child Headed_Male,2
PH063042000,Number of Child Headed_Male,2
PH063043000,Number of Child Headed_Male,3
PH063044000,Number of Child Headed_Male,6
PH063045000,Number of Child Headed_Male,6
PH063046000,Number of Child Headed_Male,3
