AttributeID,AttributeDesc,Industry
97,Pangasinan/Panggalato_Lang_Percent_Share,
98,Paranan_Lang_Percent_Share,
99,Romblomanon_Lang_Percent_Share,
100,Sama Bangingi_Lang_Percent_Share,
101,Sama Laut_Lang_Percent_Share,
102,Sangil_Lang_Percent_Share,
103,Subanen/Subanon/Subanun_Lang_Percent_Share,
104,Surigaonon_Lang_Percent_Share,
105,Tadyawan_Lang_Percent_Share,
106,Tagakaulo_Lang_Percent_Share,
107,Tagalog_Lang_Percent_Share,
108,Tagbanua_Lang_Percent_Share,
109,Tagbanua Calamian_Lang_Percent_Share,
110,Tau-buid_Lang_Percent_Share,
111,Tausug_Lang_Percent_Share,
112,Tboli_Lang_Percent_Share,
113,Teduray_Lang_Percent_Share,
114,Tuwali_Lang_Percent_Share,
115,Waray_Lang_Percent_Share,
116,Yakan_Lang_Percent_Share,
117,Yogad_Lang_Percent_Share,
118,Zambal_Lang_Percent_Share,
119,Other languages_Lang_Percent_Share,
120,primary_language,
121,primary_language_share,
122,secondary_language,
123,secondary_language_share,
124,tertiary_language,
125,tertiary_language_share,
126,literacy_all,
127,literacy_male,
128,literacy_female,
129,Population,
130,Change  in Inventories,
131,Compensation,
132,Gross Additions  to Tangible Fixed Assets,
133,Number of Establishments,
134,Other Expense,
135,Paid Employees,
136,Subsidies,
137,Total  Expense,
138,Total Employment,
139,Total Revenue,
140,Value Added,
141,Workers on Sub-Contract Agreement  or Under Manpower Agencies/Contractors,
142,Sales from E-Commerce Transactions,
143,Proportion of local governments units that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies,
144,Number of Evacuation Centers,
145,Number of Child Headed_Male,
146,Number of Child Headed_Female,
147,Number of Single Headed_Male,
148,Number of Single Headed_Female,
149,Number of Disability_Male,
150,Number of Disability_Female,
151,Number of Solo Parent_Male,
152,Number of Solo Parent_Female,
153,Number of Older_Male,
154,Number of Older_Female,
155, Total fertility rate (TFR) (births per woman): Q1 (lowest),
156, Total fertility rate (TFR) (births per woman): Q2,
157, Total fertility rate (TFR) (births per woman): Q3,
158, Total fertility rate (TFR) (births per woman): Q4,
159, Total fertility rate (TFR) (births per woman): Q5 (highest),
160,5-bank asset concentration,
161,A woman can apply for a passport in the same way as a man (1=yes; 0=no),
162,A woman can be head of household in the same way as a man (1=yes; 0=no),
163,A woman can choose where to live in the same way as a man (1=yes; 0=no),
164,A woman can get a job in the same way as a man (1=yes; 0=no),
165,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),
166,A woman can open a bank account in the same way as a man (1=yes; 0=no),
167,A woman can register a business in the same way as a man (1=yes; 0=no),
168,A woman can sign a contract in the same way as a man (1=yes; 0=no),
169,A woman can travel outside her home in the same way as a man (1=yes; 0=no),
170,A woman can travel outside the country in the same way as a man (1=yes; 0=no),
171,A woman can work at night in the same way as a man (1=yes; 0=no),
172,A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no),
173,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),
174,A woman has the same rights to remarry as a man (1=yes; 0=no),
175,ARI treatment (% of children under 5 taken to a health provider),
176,"ATMs per 100,000 adults",
177,Acceptability of media messages on family planning (% of women): Q1 (lowest),
178,Acceptability of media messages on family planning (% of women): Q2,
179,Acceptability of media messages on family planning (% of women): Q3,
180,Acceptability of media messages on family planning (% of women): Q4,
181,Acceptability of media messages on family planning (% of women): Q5 (highest),
182,"Access to anti-retroviral drugs, female (%)",
183,"Access to anti-retroviral drugs, male (%)",
184,Access to clean fuels and technologies for cooking (% of population),
185,"Access to clean fuels and technologies for cooking, rural (% of rural population)",
186,"Access to clean fuels and technologies for cooking, urban (% of urban population)",
187,Access to electricity (% of population),
188,"Access to electricity, rural (% of rural population)",
189,"Access to electricity, urban (% of urban population)",
190,Account at a formal financial institution (% age 15+),
191,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),
192,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",
193,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",
194,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",
195,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",
196,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",
197,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",
198,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",
199,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",
200,Account used for business purposes (% age 15+),
201,Account used to receive government payments (% age 15+),
202,Account used to receive remittances (% age 15+),
203,Account used to receive wages (% age 15+),
204,Adequacy of benefits (%) - All Social Assistance (preT),
205,Adequacy of benefits (%) - All Social Assistance -rural,
206,Adequacy of benefits (%) - All Social Assistance -urban,
207,Adequacy of benefits (%) - All Social Insurance (preT),
208,Adequacy of benefits (%) - All Social Insurance -rural,
209,Adequacy of benefits (%) - All Social Insurance -urban,
210,Adequacy of benefits (%) - Cash Transfer,
211,Adequacy of benefits (%) - Cash Transfer (preT),
212,Adequacy of benefits (%) - Domestic Private Transfers,
213,Adequacy of benefits (%) - Domestic Private Transfers (preT),
214,Adequacy of benefits (%) - Domestic Private Transfers -rural,
215,Adequacy of benefits (%) - Domestic Private Transfers -urban,
216,Adequacy of benefits (%) - In-Kind,
217,Adequacy of benefits (%) - In-Kind (preT),
218,Adequacy of benefits (%) - International Private Transfers,
219,Adequacy of benefits (%) - International Private Transfers (preT),
220,Adequacy of benefits (%) - International Private Transfers -rural,
221,Adequacy of benefits (%) - International Private Transfers -urban,
222,Adequacy of benefits (%) - Other Social Insurance,
223,Adequacy of benefits (%) - Other Social Insurance (preT),
224,Adequacy of benefits (%) - Other Social Insurance -rural,
225,Adequacy of benefits (%) - Other Social Insurance -urban,
226,Adequacy of benefits (%) - Public Works,
227,Adequacy of benefits (%) - Public Works (preT),
228,Adequacy of benefits (%) -All Social Protection and Labor (preT),
229,Adequacy of benefits (%) -All Social Protection and Labor -rural,
230,Adequacy of benefits (%) -All Social Protection and Labor -urban,
231,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance,
232,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance (preT),
233,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -rural,
234,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -urban,
235,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Insurance,
236,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Insurance (preT),
237,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Insurance -rural,
238,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Insurance -urban,
239,Adequacy of benefits in 1st quintile (poorest) (%) - Cash Transfer,
240,Adequacy of benefits in 1st quintile (poorest) (%) - Cash Transfer (preT),
241,Adequacy of benefits in 1st quintile (poorest) (%) - Domestic Private Transfers,
242,Adequacy of benefits in 1st quintile (poorest) (%) - Domestic Private Transfers (preT),
243,Adequacy of benefits in 1st quintile (poorest) (%) - Domestic Private Transfers -rural,
244,Adequacy of benefits in 1st quintile (poorest) (%) - Domestic Private Transfers -urban,
245,Adequacy of benefits in 1st quintile (poorest) (%) - In-Kind,
246,Adequacy of benefits in 1st quintile (poorest) (%) - In-Kind (preT),
247,Adequacy of benefits in 1st quintile (poorest) (%) - International Private Transfers,
248,Adequacy of benefits in 1st quintile (poorest) (%) - International Private Transfers (preT),
249,Adequacy of benefits in 1st quintile (poorest) (%) - International Private Transfers -rural,
250,Adequacy of benefits in 1st quintile (poorest) (%) - International Private Transfers -urban,
251,Adequacy of benefits in 1st quintile (poorest) (%) - Other Social Insurance,
252,Adequacy of benefits in 1st quintile (poorest) (%) - Other Social Insurance (preT),
253,Adequacy of benefits in 1st quintile (poorest) (%) - Other Social Insurance -rural,
254,Adequacy of benefits in 1st quintile (poorest) (%) - Other Social Insurance -urban,
255,Adequacy of benefits in 1st quintile (poorest) (%) - Public Works,
256,Adequacy of benefits in 1st quintile (poorest) (%) - Public Works (preT),
257,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor,
258,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor (preT),
259,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,
260,Adequacy of benefits in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,
261,Adequacy of benefits in 2nd quintile (%) - All Social Assistance,
262,Adequacy of benefits in 2nd quintile (%) - All Social Assistance (preT),
263,Adequacy of benefits in 2nd quintile (%) - All Social Assistance -rural,
264,Adequacy of benefits in 2nd quintile (%) - All Social Assistance -urban,
265,Adequacy of benefits in 2nd quintile (%) - All Social Insurance,
266,Adequacy of benefits in 2nd quintile (%) - All Social Insurance (preT),
267,Adequacy of benefits in 2nd quintile (%) - All Social Insurance -rural,
268,Adequacy of benefits in 2nd quintile (%) - All Social Insurance -urban,
269,Adequacy of benefits in 2nd quintile (%) - Cash Transfer,
270,Adequacy of benefits in 2nd quintile (%) - Cash Transfer (preT),
271,Adequacy of benefits in 2nd quintile (%) - Domestic Private Transfers,
272,Adequacy of benefits in 2nd quintile (%) - Domestic Private Transfers (preT),
273,Adequacy of benefits in 2nd quintile (%) - Domestic Private Transfers -rural,
274,Adequacy of benefits in 2nd quintile (%) - Domestic Private Transfers -urban,
275,Adequacy of benefits in 2nd quintile (%) - In-Kind,
276,Adequacy of benefits in 2nd quintile (%) - In-Kind (preT),
277,Adequacy of benefits in 2nd quintile (%) - International Private Transfers,
278,Adequacy of benefits in 2nd quintile (%) - International Private Transfers (preT),
279,Adequacy of benefits in 2nd quintile (%) - International Private Transfers -rural,
280,Adequacy of benefits in 2nd quintile (%) - International Private Transfers -urban,
281,Adequacy of benefits in 2nd quintile (%) - Other Social Insurance,
282,Adequacy of benefits in 2nd quintile (%) - Other Social Insurance (preT),
283,Adequacy of benefits in 2nd quintile (%) - Other Social Insurance -rural,
284,Adequacy of benefits in 2nd quintile (%) - Other Social Insurance -urban,
285,Adequacy of benefits in 2nd quintile (%) - Public Works,
286,Adequacy of benefits in 2nd quintile (%) - Public Works (preT),
287,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor,
288,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor (preT),
289,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -rural,
290,Adequacy of benefits in 2nd quintile (%) -All Social Protection and Labor -urban,
291,Adequacy of benefits in 3rd quintile (%) - All Social Assistance,
292,Adequacy of benefits in 3rd quintile (%) - All Social Assistance (preT),
293,Adequacy of benefits in 3rd quintile (%) - All Social Assistance -rural,
294,Adequacy of benefits in 3rd quintile (%) - All Social Assistance -urban,
295,Adequacy of benefits in 3rd quintile (%) - All Social Insurance,
296,Adequacy of benefits in 3rd quintile (%) - All Social Insurance (preT),
297,Adequacy of benefits in 3rd quintile (%) - All Social Insurance -rural,
298,Adequacy of benefits in 3rd quintile (%) - All Social Insurance -urban,
299,Adequacy of benefits in 3rd quintile (%) - Cash Transfer,
300,Adequacy of benefits in 3rd quintile (%) - Cash Transfer (preT),
301,Adequacy of benefits in 3rd quintile (%) - Domestic Private Transfers,
302,Adequacy of benefits in 3rd quintile (%) - Domestic Private Transfers (preT),
303,Adequacy of benefits in 3rd quintile (%) - Domestic Private Transfers -rural,
304,Adequacy of benefits in 3rd quintile (%) - Domestic Private Transfers -urban,
305,Adequacy of benefits in 3rd quintile (%) - In-Kind,
306,Adequacy of benefits in 3rd quintile (%) - In-Kind (preT),
307,Adequacy of benefits in 3rd quintile (%) - International Private Transfers,
308,Adequacy of benefits in 3rd quintile (%) - International Private Transfers (preT),
309,Adequacy of benefits in 3rd quintile (%) - International Private Transfers -rural,
310,Adequacy of benefits in 3rd quintile (%) - International Private Transfers -urban,
311,Adequacy of benefits in 3rd quintile (%) - Other Social Insurance,
312,Adequacy of benefits in 3rd quintile (%) - Other Social Insurance (preT),
313,Adequacy of benefits in 3rd quintile (%) - Other Social Insurance -rural,
314,Adequacy of benefits in 3rd quintile (%) - Other Social Insurance -urban,
315,Adequacy of benefits in 3rd quintile (%) - Public Works,
316,Adequacy of benefits in 3rd quintile (%) - Public Works (preT),
317,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor,
318,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor (preT),
319,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -rural,
320,Adequacy of benefits in 3rd quintile (%) -All Social Protection and Labor -urban,
321,Adequacy of benefits in 4th quintile (%) - All Social Assistance,
322,Adequacy of benefits in 4th quintile (%) - All Social Assistance (preT),
323,Adequacy of benefits in 4th quintile (%) - All Social Assistance -rural,
324,Adequacy of benefits in 4th quintile (%) - All Social Assistance -urban,
325,Adequacy of benefits in 4th quintile (%) - All Social Insurance,
326,Adequacy of benefits in 4th quintile (%) - All Social Insurance (preT),
327,Adequacy of benefits in 4th quintile (%) - All Social Insurance -rural,
328,Adequacy of benefits in 4th quintile (%) - All Social Insurance -urban,
329,Adequacy of benefits in 4th quintile (%) - Cash Transfer,
330,Adequacy of benefits in 4th quintile (%) - Cash Transfer (preT),
331,Adequacy of benefits in 4th quintile (%) - Domestic Private Transfers,
332,Adequacy of benefits in 4th quintile (%) - Domestic Private Transfers (preT),
333,Adequacy of benefits in 4th quintile (%) - Domestic Private Transfers -rural,
334,Adequacy of benefits in 4th quintile (%) - Domestic Private Transfers -urban,
335,Adequacy of benefits in 4th quintile (%) - In-Kind,
336,Adequacy of benefits in 4th quintile (%) - In-Kind (preT),
337,Adequacy of benefits in 4th quintile (%) - International Private Transfers,
338,Adequacy of benefits in 4th quintile (%) - International Private Transfers (preT),
339,Adequacy of benefits in 4th quintile (%) - International Private Transfers -rural,
340,Adequacy of benefits in 4th quintile (%) - International Private Transfers -urban,
341,Adequacy of benefits in 4th quintile (%) - Other Social Insurance,
342,Adequacy of benefits in 4th quintile (%) - Other Social Insurance (preT),
343,Adequacy of benefits in 4th quintile (%) - Other Social Insurance -rural,
344,Adequacy of benefits in 4th quintile (%) - Other Social Insurance -urban,
345,Adequacy of benefits in 4th quintile (%) - Public Works,
346,Adequacy of benefits in 4th quintile (%) - Public Works (preT),
347,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor,
348,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor (preT),
349,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -rural,
350,Adequacy of benefits in 4th quintile (%) -All Social Protection and Labor -urban,
351,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance,
352,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance (preT),
353,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance -rural,
354,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance -urban,
355,Adequacy of benefits in 5th quintile (richest) (%) - All Social Insurance,
356,Adequacy of benefits in 5th quintile (richest) (%) - All Social Insurance (preT),
357,Adequacy of benefits in 5th quintile (richest) (%) - All Social Insurance -rural,
358,Adequacy of benefits in 5th quintile (richest) (%) - All Social Insurance -urban,
359,Adequacy of benefits in 5th quintile (richest) (%) - Cash Transfer,
360,Adequacy of benefits in 5th quintile (richest) (%) - Cash Transfer (preT),
361,Adequacy of benefits in 5th quintile (richest) (%) - Domestic Private Transfers,
362,Adequacy of benefits in 5th quintile (richest) (%) - Domestic Private Transfers (preT),
363,Adequacy of benefits in 5th quintile (richest) (%) - Domestic Private Transfers -rural,
364,Adequacy of benefits in 5th quintile (richest) (%) - Domestic Private Transfers -urban,
365,Adequacy of benefits in 5th quintile (richest) (%) - In-Kind,
366,Adequacy of benefits in 5th quintile (richest) (%) - In-Kind (preT),
367,Adequacy of benefits in 5th quintile (richest) (%) - International Private Transfers,
368,Adequacy of benefits in 5th quintile (richest) (%) - International Private Transfers (preT),
369,Adequacy of benefits in 5th quintile (richest) (%) - International Private Transfers -rural,
370,Adequacy of benefits in 5th quintile (richest) (%) - International Private Transfers -urban,
371,Adequacy of benefits in 5th quintile (richest) (%) - Other Social Insurance,
372,Adequacy of benefits in 5th quintile (richest) (%) - Other Social Insurance (preT),
373,Adequacy of benefits in 5th quintile (richest) (%) - Other Social Insurance -rural,
374,Adequacy of benefits in 5th quintile (richest) (%) - Other Social Insurance -urban,
375,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor,
376,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor (preT),
377,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -rural,
378,Adequacy of benefits in 5th quintile (richest) (%) -All Social Protection and Labor -urban,
379,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - All Social Assistance,
380,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - All Social Assistance  (preT),
381,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - All Social Insurance,
382,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - All Social Insurance  (preT),
383,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - Cash Transfer,
384,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - Cash Transfer  (preT),
385,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - Domestic Private Transfers,
386,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - Domestic Private Transfers (preT),
387,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - In-Kind,
388,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - In-Kind (preT),
389,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - International Private Transfers,
390,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - International Private Transfers (preT),
391,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - Other Social Insurance,
392,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - Other Social Insurance  (preT),
393,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - Public Works,
394,Adequacy of benefits in extreme poor (<$1.9 a day) (%) - Public Works (preT),
395,Adequacy of benefits in extreme poor (<$1.9 a day) (%) -All Social Protection and Labor,
396,Adequacy of benefits in extreme poor (<$1.9 a day) (%) -All Social Protection and Labor  (preT),
397,Adequacy of social insurance programs (% of total welfare of beneficiary households),
398,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),
399,Adequacy of social safety net programs (% of total welfare of beneficiary households),
400,"Adjusted net enrollment rate, primary (% of primary school age children)",
401,"Adjusted net enrollment rate, primary, female (% of primary school age children)",
402,"Adjusted net enrollment rate, primary, male (% of primary school age children)",
403,Adjusted net national income (annual % growth),
404,Adjusted net national income (constant 2015 US$),
405,Adjusted net national income (current US$),
406,Adjusted net national income per capita (annual % growth),
407,Adjusted net national income per capita (constant 2015 US$),
408,Adjusted net national income per capita (current US$),
409,"Adjusted net savings, excluding particulate emission damage (% of GNI)",
410,"Adjusted net savings, excluding particulate emission damage (current US$)",
411,"Adjusted net savings, including particulate emission damage (% of GNI)",
412,"Adjusted net savings, including particulate emission damage (current US$)",
413,Adjusted savings: carbon dioxide damage (% of GNI),
414,Adjusted savings: carbon dioxide damage (current US$),
415,Adjusted savings: consumption of fixed capital (% of GNI),
416,Adjusted savings: consumption of fixed capital (current US$),
417,Adjusted savings: education expenditure (% of GNI),
418,Adjusted savings: education expenditure (current US$),
419,Adjusted savings: energy depletion (% of GNI),
420,Adjusted savings: energy depletion (current US$),
421,Adjusted savings: gross savings (% of GNI),
422,Adjusted savings: mineral depletion (% of GNI),
423,Adjusted savings: mineral depletion (current US$),
424,Adjusted savings: natural resources depletion (% of GNI),
425,Adjusted savings: net forest depletion (% of GNI),
426,Adjusted savings: net forest depletion (current US$),
427,Adjusted savings: net national savings (% of GNI),
428,Adjusted savings: net national savings (current US$),
429,Adjusted savings: particulate emission damage (% of GNI),
430,Adjusted savings: particulate emission damage (current US$),
431,"Adolescent fertility rate (births per 1,000 women ages 15-19)",
432,Adolescents out of school (% of lower secondary school age),
433,"Adolescents out of school, female (% of female lower secondary school age)",
434,"Adolescents out of school, male (% of male lower secondary school age)",
435,"Adult illiterate population, 15+ years, % female",
436,"Adult illiterate population, 15+ years, both sexes (number)",
437,"Adult illiterate population, 15+ years, female (number)",
438,"Adult illiterate population, 15+ years, male (number)",
439,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,
440,Adults (ages 15-49) newly infected with HIV,
441,"Age at first marriage, female",
442,"Age at first marriage, male",
443,Age dependency ratio (% of working-age population),
444,"Age dependency ratio, old (% of working-age population)",
445,"Age dependency ratio, young (% of working-age population)",
446,"Age population, age 00, female, interpolated",
447,"Age population, age 00, male, interpolated",
448,"Age population, age 01, female, interpolated",
449,"Age population, age 01, male, interpolated",
450,"Age population, age 02, female, interpolated",
451,"Age population, age 02, male, interpolated",
452,"Age population, age 03, female, interpolated",
453,"Age population, age 03, male, interpolated",
454,"Age population, age 04, female, interpolated",
455,"Age population, age 04, male, interpolated",
456,"Age population, age 05, female, interpolated",
457,"Age population, age 05, male, interpolated",
458,Agricultural irrigated land (% of total agricultural land),
459,Agricultural land (% of land area),
460,Agricultural land (sq. km),
461,"Agricultural machinery, tractors",
462,"Agricultural machinery, tractors per 100 sq. km of arable land",
463,Agricultural methane emissions (% of total),
464,Agricultural methane emissions (thousand metric tons of CO2 equivalent),
465,Agricultural nitrous oxide emissions (% of total),
466,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),
467,Agricultural raw materials exports (% of merchandise exports),
468,Agricultural raw materials imports (% of merchandise imports),
469,"Agriculture, forestry, and fishing, value added (% of GDP)",
470,"Agriculture, forestry, and fishing, value added (annual % growth)",
471,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",
472,"Agriculture, forestry, and fishing, value added (constant LCU)",
473,"Agriculture, forestry, and fishing, value added (current LCU)",
474,"Agriculture, forestry, and fishing, value added (current US$)",
475,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",
476,"Air transport, freight (million ton-km)",
477,"Air transport, passengers carried",
478,"Air transport, registered carrier departures worldwide",
479,All staff compensation as % of total expenditure in tertiary public institutions (%),
480,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",
481,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",
482,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",
483,"Annual freshwater withdrawals, total (% of internal resources)",
484,"Annual freshwater withdrawals, total (billion cubic meters)",
485,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
486,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
487,Antenatal care (any skilled personnel) (% of women with a birth): Q1 (lowest),
488,Antenatal care (any skilled personnel) (% of women with a birth): Q2,
489,Antenatal care (any skilled personnel) (% of women with a birth): Q3,
490,Antenatal care (any skilled personnel) (% of women with a birth): Q4,
491,Antenatal care (any skilled personnel) (% of women with a birth): Q5 (highest),
492,Antenatal care (doctor) (% of women with a birth): Q1 (lowest),
493,Antenatal care (doctor) (% of women with a birth): Q2,
494,Antenatal care (doctor) (% of women with a birth): Q3,
495,Antenatal care (doctor) (% of women with a birth): Q4,
496,Antenatal care (doctor) (% of women with a birth): Q5 (highest),
497,Antiretroviral therapy coverage (% of people living with HIV),
498,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),
499,Aquaculture production (metric tons),
500,Arable land (% of land area),
501,Arable land (hectares per person),
502,Arable land (hectares),
503,Armed forces personnel (% of total labor force),
504,"Armed forces personnel, total",
505,Arms exports (SIPRI trend indicator values),
506,Arms imports (SIPRI trend indicator values),
507,Assistance during delivery (any skilled personnel) (% of births): Q1 (lowest),
508,Assistance during delivery (any skilled personnel) (% of births): Q2,
509,Assistance during delivery (any skilled personnel) (% of births): Q3,
