Country Name,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,ADM0_PCODE
Philippines,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),SG.OBT.DVRC.EQ,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PH
Philippines,A woman can open a bank account in the same way as a man (1=yes; 0=no),SG.OPN.BANK.EQ,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PH
Philippines,A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PH
Philippines,A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PH
Philippines,A woman can travel outside her home in the same way as a man (1=yes; 0=no),SG.HME.TRVL.EQ,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PH
Philippines,A woman can travel outside the country in the same way as a man (1=yes; 0=no),SG.CTR.TRVL.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PH
Philippines,A woman can work at night in the same way as a man (1=yes; 0=no),SG.NGT.WORK.EQ,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,PH
Philippines,A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no),SG.DNG.WORK.DN.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PH
Philippines,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),SG.IND.WORK.EQ,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,PH
Philippines,A woman has the same rights to remarry as a man (1=yes; 0=no),SG.REM.RIGT.EQ,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PH
Philippines,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,50,,,,,64,,,,66,,,,,,PH
Philippines,"ATMs per 100,000 adults",GFDD.AI.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.311727,11.432779,12.314518,12.502514,13.172395,14.008426,15.106525,16.804617,18.851103,21.925518,23.184318,25.043,27.041645,28.135151,28.898986,28.975432,29.716935,,,PH
Philippines,Acceptability of media messages on family planning (% of women): Q1 (lowest),SH.FPL.ACPT.Q1.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9,,,,,,,,,,,,,,,,,,,,,,,,,PH
Philippines,Acceptability of media messages on family planning (% of women): Q2,SH.FPL.ACPT.Q2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,,,,,,,,,,,,,,,,,,,,,,,,,PH
Philippines,Acceptability of media messages on family planning (% of women): Q3,SH.FPL.ACPT.Q3.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,PH
Philippines,Acceptability of media messages on family planning (% of women): Q4,SH.FPL.ACPT.Q4.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.7,,,,,,,,,,,,,,,,,,,,,,,,,PH
Philippines,Acceptability of media messages on family planning (% of women): Q5 (highest),SH.FPL.ACPT.Q5.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4,,,,,,,,,,,,,,,,,,,,,,,,,PH
Philippines,"Access to anti-retroviral drugs, female (%)",SH.HIV.ARTC.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,3,9,13,18,20,22,20,18,14,15,15,17,20,22,20,22,23,,PH
Philippines,"Access to anti-retroviral drugs, male (%)",SH.HIV.ARTC.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,1,4,5,6,6,7,12,13,15,20,24,30,35,40,43,41,43,,PH
Philippines,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,38.4,39.1,39.7,40.2,40.6,40.7,40.8,41,41,41.2,41.3,41.6,41.8,42.4,42.9,43.7,44.4,45.2,46.3,47.1,48,,PH
Philippines,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4,20.2,20.6,21.2,21.4,21.8,21.9,22,22,22,22.2,22.2,22.1,22.5,22.9,23.3,23.8,24.6,25.2,26.1,26.8,27.65,,PH
Philippines,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.4,56.9,58,58.7,59.6,60.1,60.8,61.1,61.4,61.5,61.9,61.9,62.3,62.7,63.5,64,65,65.7,66.6,67.4,68.4,69.4,,PH
Philippines,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4,68.0185546875,69.1331176757813,70.2449569702148,71.3533935546875,71.3,71.8741709275167,74.699104309082,75.7276611328125,76.747673034668,76.6,87.6,79.8264999389648,80.18,81.9586791992188,83.3,84.3,85.4832077026367,87.2,87.08,87.5,89.762336730957,89.08,91.9827194213867,93,94.189826965332,95.2904739379883,96.3902893066406,97.4899749755859,,PH
Philippines,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3467057912156,51.1707123816351,52.9143161486911,54.6597121077381,56.4083199093136,54.2250582751455,56.1771339939245,61.7651714647376,63.4088753039075,65.0344851093423,63.5447152034802,84.5129972244998,69.8742844769888,70.0103449295989,73.1365329272078,74.6331743601088,76.1358943542017,78.4782882573945,81.1724851922169,80.6974299365815,81.8996931700845,84.6014811937711,83.1949802612112,87.9373454824726,90.0231666645405,91.3173737736991,93.0239783185136,94.7424866306334,96.473656035332,,PH
Philippines,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7,87.2900009155273,87.7485122680664,88.1943969726563,88.6244735717773,91.1,90.1387028775341,89.8001403808594,90.1597671508789,90.5173263549805,92,91.2539138793945,91.6467971801758,92.3,92.5088348388672,93.7,94.13,93.9307708740234,94.4133682250977,94.66,94.1,95.798095703125,95.91,96.6417541503906,96.4,97.4410934448242,97.8310699462891,98.2182769775391,98.6050186157227,,PH
Philippines,Account at a formal financial institution (% age 15+),GFDD.AI.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.55593,,,28.06573,,,31.79707,,,,45.98433,,PH
Philippines,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.56,,,31.29,,,34.5,,,,51.37,,PH
Philippines,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.71,,,37.85,,,38.85,,,,47.42,,PH
Philippines,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,24.4,,,30.02,,,,55.59,,PH
Philippines,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.68,,,35.85,,,38.83,,,,55.53,,PH
Philippines,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.89,,,18.04,,,18.03,,,,33.99,,PH
Philippines,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.26,,,18.07,,,18,,,,32.77,,PH
Philippines,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.67,,,40.1,,,45.36,,,,62.8,,PH
Philippines,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.06,,,36.83,,,41.35,,,,61.18,,PH
Philippines,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.34,,,19.05,,,23.52,,,,40.17,,PH
Philippines,Account used for business purposes (% age 15+),GFDD.AI.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.58775,,,14.50022,,,,,,PH
Philippines,Account used to receive government payments (% age 15+),GFDD.AI.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11572,,,4.573378,,,,6.563956,,PH
Philippines,Account used to receive remittances (% age 15+),GFDD.AI.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.567168,,,5.690898,,,,15.16966,,PH
Philippines,Account used to receive wages (% age 15+),GFDD.AI.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.592164,,,10.13791,,,,13.07897,,PH
Philippines,Adequacy of benefits (%) - All Social Assistance (preT),per_sa_allsa.adq_pop_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6443490982056,,5.42780351638794,,,,,,,,PH
Philippines,Adequacy of benefits (%) - All Social Assistance -rural,per_sa_allsa.adq_pop_rur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25652408599854,,,,,,,,PH
Philippines,Adequacy of benefits (%) - All Social Assistance -urban,per_sa_allsa.adq_pop_urb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94564819335938,,,,,,,,PH
Philippines,Adequacy of benefits (%) - All Social Insurance (preT),per_si_allsi.adq_pop_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9723567962646,,,,,,,29.5989246368408,,9.75055694580078,,,,,,,,PH
Philippines,Adequacy of benefits (%) - All Social Insurance -rural,per_si_allsi.adq_pop_rur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.845531463623,,,,,,,,,10.6814851760864,,,,,,,,PH
Philippines,Adequacy of benefits (%) - All Social Insurance -urban,per_si_allsi.adq_pop_urb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4583969116211,,,,,,,,,9.22179889678955,,,,,,,,PH
Philippines,Adequacy of benefits (%) - Cash Transfer,per_sa_ct.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48679280281067,,,,,,,,,,PH
Philippines,Adequacy of benefits (%) - Cash Transfer (preT),per_sa_ct.adq_pop_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48679280281067,,,,,,,,,,PH
Philippines,Adequacy of benefits (%) - Domestic Private Transfers,per_pr_dp.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82612180709839,,,,,,,15.9178857803345,,8.46991157531738,,,,,,,,PH
Philippines,Adequacy of benefits (%) - Domestic Private Transfers (preT),per_pr_dp.adq_pop_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82612180709839,,,,,,,15.9178857803345,,8.46991157531738,,,,,,,,PH
Philippines,Adequacy of benefits (%) - Domestic Private Transfers -rural,per_pr_dp.adq_pop_rur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3099889755249,,,,,,,,,9.94483947753906,,,,,,,,PH
Philippines,Adequacy of benefits (%) - Domestic Private Transfers -urban,per_pr_dp.adq_pop_urb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08321619033813,,,,,,,,,7.16161346435547,,,,,,,,PH
Philippines,Adequacy of benefits (%) - In-Kind,per_sa_ik.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24957537651062,,,,,,,,,,PH
Philippines,Adequacy of benefits (%) - In-Kind (preT),per_sa_ik.adq_pop_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24957537651062,,,,,,,,,,PH
Philippines,Adequacy of benefits (%) - International Private Transfers,per_pr_ip.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.755744934082,,,,,,,39.5595397949219,,27.0610332489014,,,,,,,,PH
Philippines,Adequacy of benefits (%) - International Private Transfers (preT),per_pr_ip.adq_pop_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.755744934082,,,,,,,39.5595397949219,,27.0610332489014,,,,,,,,PH
Philippines,Adequacy of benefits (%) - International Private Transfers -rural,per_pr_ip.adq_pop_rur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2058238983154,,,,,,,,,27.7449226379395,,,,,,,,PH
Philippines,Adequacy of benefits (%) - International Private Transfers -urban,per_pr_ip.adq_pop_urb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5957736968994,,,,,,,,,26.5464134216309,,,,,,,,PH
Philippines,Adequacy of benefits (%) - Other Social Insurance,per_si_ss.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3578758239746,,6.86490678787231,,,,,,,,PH
Philippines,Adequacy of benefits (%) - Other Social Insurance (preT),per_si_ss.adq_pop_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3578758239746,,6.86490678787231,,,,,,,,PH
Philippines,Adequacy of benefits (%) - Other Social Insurance -rural,per_si_ss.adq_pop_rur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66971445083618,,,,,,,,PH
Philippines,Adequacy of benefits (%) - Other Social Insurance -urban,per_si_ss.adq_pop_urb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11977958679199,,,,,,,,PH
Philippines,Adequacy of benefits (%) - Public Works,per_sa_pw.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7943830490112,,,,,,,,,,PH
Philippines,Adequacy of benefits (%) - Public Works (preT),per_sa_pw.adq_pop_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7943830490112,,,,,,,,,,PH
Philippines,Adequacy of benefits (%) -All Social Protection and Labor (preT),per_allsp.adq_pop_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9723567962646,,,,,,,23.8755359649658,,7.74827194213867,,,,,,,,PH
Philippines,Adequacy of benefits (%) -All Social Protection and Labor -rural,per_allsp.adq_pop_rur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.845531463623,,,,,,,,,8.0250825881958,,,,,,,,PH
Philippines,Adequacy of benefits (%) -All Social Protection and Labor -urban,per_allsp.adq_pop_urb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4583969116211,,,,,,,,,7.44055271148682,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance,per_sa_allsa.adq_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.878080368042,,8.84719562530518,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance (preT),per_sa_allsa.adq_q1_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9900035858154,,9.43103504180908,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -rural,per_sa_allsa.adq_q1_rur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8708667755127,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -urban,per_sa_allsa.adq_q1_urb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35739326477051,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Insurance,per_si_allsi.adq_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7236995697021,,,,,,,27.1890411376953,,7.49668216705322,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Insurance (preT),per_si_allsi.adq_q1_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2898712158203,,,,,,,57.3613090515137,,10.101037979126,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Insurance -rural,per_si_allsi.adq_q1_rur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5249366760254,,,,,,,,,8.36039257049561,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Insurance -urban,per_si_allsi.adq_q1_urb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.339714050293,,,,,,,,,10.6478538513184,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - Cash Transfer,per_sa_ct.adq_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66615581512451,,,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - Cash Transfer (preT),per_sa_ct.adq_q1_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77957773208618,,,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - Domestic Private Transfers,per_pr_dp.adq_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1470489501953,,,,,,,17.9282150268555,,11.7398853302002,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - Domestic Private Transfers (preT),per_pr_dp.adq_q1_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1948013305664,,,,,,,18.578405380249,,11.7121114730835,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - Domestic Private Transfers -rural,per_pr_dp.adq_q1_rur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3622417449951,,,,,,,,,12.5628347396851,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - Domestic Private Transfers -urban,per_pr_dp.adq_q1_urb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49578762054443,,,,,,,,,9.59614849090576,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - In-Kind,per_sa_ik.adq_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93701434135437,,,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - In-Kind (preT),per_sa_ik.adq_q1_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12988424301147,,,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - International Private Transfers,per_pr_ip.adq_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9904317855835,,,,,,,24.9701919555664,,15.634617805481,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - International Private Transfers (preT),per_pr_ip.adq_q1_preT_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9373502731323,,,,,,,20.6394538879395,,15.7187786102295,,,,,,,,PH
Philippines,Adequacy of benefits in 1st quintile (poorest) (%) - International Private Transfers -rural,per_pr_ip.adq_q1_rur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2694082260132,,,,,,,,,14.7255744934082,,,,,,,,PH
