Geolocation,Commodity Description,2018,2019,2020,2021,2022,2023,ADM2_PCODE
Camarines Norte,cpi_personal_care_miscellaneous_goods_services,100.0,103.333333333333,105.0,108.275,110.683333333333,..,PH051600000
Camarines Sur,cpi_food_non-alcoholic_beverages,100.0,100.933333333333,104.266666666667,110.516666666667,116.508333333333,..,PH051700000
Camarines Sur,cpi_alcoholic_beverages_tobacco,100.0,128.216666666667,140.8,156.983333333333,170.866666666667,..,PH051700000
Camarines Sur,cpi_clothing_footwear,100.0,104.491666666667,108.258333333333,112.575,122.083333333333,..,PH051700000
Camarines Sur,cpi_housing_water_electricity_gas_other_fuels,100.0,104.191666666667,103.6,107.316666666667,115.058333333333,..,PH051700000
Camarines Sur,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,103.375,104.991666666667,109.25,112.15,..,PH051700000
Camarines Sur,cpi_health,100.0,105.95,109.166666666667,112.05,115.441666666667,..,PH051700000
Camarines Sur,cpi_transport,100.0,100.675,119.083333333333,149.016666666667,161.533333333333,..,PH051700000
Camarines Sur,cpi_information_communication,100.0,100.6,100.708333333333,100.1,100.0,..,PH051700000
Camarines Sur,cpi_recreation_sport_culture,100.0,104.925,108.783333333333,111.183333333333,113.533333333333,..,PH051700000
Camarines Sur,cpi_education_services,100.0,102.083333333333,104.0,104.0,104.191666666667,..,PH051700000
Camarines Sur,cpi_restaurants_accommodation_services,100.0,103.825,106.475,118.275,123.216666666667,..,PH051700000
Camarines Sur,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH051700000
Camarines Sur,cpi_personal_care_miscellaneous_goods_services,100.0,104.758333333333,107.433333333333,112.241666666667,116.808333333333,..,PH051700000
Catanduanes,cpi_food_non-alcoholic_beverages,100.0,99.4166666666667,102.508333333333,106.925,111.575,..,PH052000000
Catanduanes,cpi_alcoholic_beverages_tobacco,100.0,120.433333333333,149.841666666667,167.675,178.975,..,PH052000000
Catanduanes,cpi_clothing_footwear,100.0,104.25,109.225,115.116666666667,122.225,..,PH052000000
Catanduanes,cpi_housing_water_electricity_gas_other_fuels,100.0,100.083333333333,104.783333333333,107.466666666667,109.125,..,PH052000000
Catanduanes,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,103.858333333333,108.666666666667,112.658333333333,116.95,..,PH052000000
Catanduanes,cpi_health,100.0,102.091666666667,105.783333333333,109.15,113.783333333333,..,PH052000000
Catanduanes,cpi_transport,100.0,106.8,128.591666666667,149.133333333333,160.891666666667,..,PH052000000
Catanduanes,cpi_information_communication,100.0,101.15,102.283333333333,104.858333333333,107.108333333333,..,PH052000000
Catanduanes,cpi_recreation_sport_culture,100.0,106.216666666667,108.883333333333,110.058333333333,116.141666666667,..,PH052000000
Catanduanes,cpi_education_services,100.0,105.0,108.6,108.6,114.891666666667,..,PH052000000
Catanduanes,cpi_restaurants_accommodation_services,100.0,105.8,128.225,140.95,148.716666666667,..,PH052000000
Catanduanes,cpi_financial_services,100.0,100.0,100.0,147.7,163.6,..,PH052000000
Catanduanes,cpi_personal_care_miscellaneous_goods_services,100.0,102.808333333333,105.9,109.808333333333,115.383333333333,..,PH052000000
Masbate,cpi_food_non-alcoholic_beverages,100.0,99.525,100.866666666667,105.5,112.258333333333,..,PH054100000
Masbate,cpi_alcoholic_beverages_tobacco,100.0,111.875,128.608333333333,138.275,147.125,..,PH054100000
Masbate,cpi_clothing_footwear,100.0,104.758333333333,109.6,122.808333333333,130.108333333333,..,PH054100000
Masbate,cpi_housing_water_electricity_gas_other_fuels,100.0,102.741666666667,102.958333333333,110.375,114.083333333333,..,PH054100000
Masbate,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,103.891666666667,105.725,111.45,118.625,..,PH054100000
Masbate,cpi_health,100.0,106.1,114.75,123.583333333333,127.7,..,PH054100000
Masbate,cpi_transport,100.0,101.041666666667,105.033333333333,142.233333333333,150.5,..,PH054100000
Masbate,cpi_information_communication,100.0,100.1,100.9,101.116666666667,103.866666666667,..,PH054100000
Masbate,cpi_recreation_sport_culture,100.0,106.183333333333,112.508333333333,118.033333333333,124.691666666667,..,PH054100000
Masbate,cpi_education_services,100.0,103.65,105.9,106.3,108.65,..,PH054100000
Masbate,cpi_restaurants_accommodation_services,100.0,102.891666666667,107.45,115.283333333333,122.166666666667,..,PH054100000
Masbate,cpi_financial_services,100.0,100.0,100.0,147.7,163.6,..,PH054100000
Masbate,cpi_personal_care_miscellaneous_goods_services,100.0,102.758333333333,104.0,110.125,116.325,..,PH054100000
Sorsogon,cpi_food_non-alcoholic_beverages,100.0,100.458333333333,102.716666666667,108.0,112.875,..,PH056200000
Sorsogon,cpi_alcoholic_beverages_tobacco,100.0,122.25,152.425,163.225,175.666666666667,..,PH056200000
Sorsogon,cpi_clothing_footwear,100.0,104.65,106.716666666667,109.791666666667,114.233333333333,..,PH056200000
Sorsogon,cpi_housing_water_electricity_gas_other_fuels,100.0,106.916666666667,110.191666666667,115.091666666667,131.041666666667,..,PH056200000
Sorsogon,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,103.066666666667,105.533333333333,110.525,114.333333333333,..,PH056200000
Sorsogon,cpi_health,100.0,106.85,114.766666666667,118.108333333333,124.433333333333,..,PH056200000
Sorsogon,cpi_transport,100.0,101.116666666667,111.25,127.441666666667,131.558333333333,..,PH056200000
Sorsogon,cpi_information_communication,100.0,100.2,100.283333333333,100.241666666667,100.3,..,PH056200000
Sorsogon,cpi_recreation_sport_culture,100.0,107.808333333333,106.641666666667,104.683333333333,106.125,..,PH056200000
Sorsogon,cpi_education_services,100.0,101.641666666667,102.466666666667,102.8,103.258333333333,..,PH056200000
Sorsogon,cpi_restaurants_accommodation_services,100.0,104.216666666667,106.5,112.3,115.441666666667,..,PH056200000
Sorsogon,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH056200000
Sorsogon,cpi_personal_care_miscellaneous_goods_services,100.0,102.941666666667,104.983333333333,107.783333333333,111.183333333333,..,PH056200000
Aklan,cpi_food_non-alcoholic_beverages,100.0,99.525,100.833333333333,101.95,108.491666666667,..,PH060400000
Aklan,cpi_alcoholic_beverages_tobacco,100.0,103.216666666667,128.433333333333,142.358333333333,151.783333333333,..,PH060400000
Aklan,cpi_clothing_footwear,100.0,102.416666666667,104.891666666667,105.35,105.1,..,PH060400000
Aklan,cpi_housing_water_electricity_gas_other_fuels,100.0,106.066666666667,116.925,117.916666666667,122.258333333333,..,PH060400000
Aklan,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,104.85,110.225,111.683333333333,116.4,..,PH060400000
Aklan,cpi_health,100.0,101.533333333333,105.933333333333,110.566666666667,113.266666666667,..,PH060400000
Aklan,cpi_transport,100.0,100.941666666667,101.4,109.75,120.725,..,PH060400000
Aklan,cpi_information_communication,100.0,101.083333333333,101.7,101.741666666667,102.825,..,PH060400000
Aklan,cpi_recreation_sport_culture,100.0,102.625,104.041666666667,104.483333333333,106.408333333333,..,PH060400000
Aklan,cpi_education_services,100.0,101.25,105.233333333333,113.433333333333,114.966666666667,..,PH060400000
Aklan,cpi_restaurants_accommodation_services,100.0,101.5,104.108333333333,106.491666666667,109.841666666667,..,PH060400000
Aklan,cpi_financial_services,100.0,100.0,100.0,134.125,145.5,..,PH060400000
Aklan,cpi_personal_care_miscellaneous_goods_services,100.0,101.808333333333,103.275,104.325,105.15,..,PH060400000
Antique,cpi_food_non-alcoholic_beverages,100.0,99.075,101.658333333333,105.241666666667,114.55,..,PH060600000
Antique,cpi_alcoholic_beverages_tobacco,100.0,112.325,139.808333333333,152.05,162.825,..,PH060600000
Antique,cpi_clothing_footwear,100.0,103.041666666667,106.016666666667,108.183333333333,111.016666666667,..,PH060600000
Antique,cpi_housing_water_electricity_gas_other_fuels,100.0,103.833333333333,102.216666666667,106.816666666667,117.808333333333,..,PH060600000
Antique,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,103.516666666667,107.3,109.291666666667,113.108333333333,..,PH060600000
Antique,cpi_health,100.0,103.366666666667,110.0,113.025,115.65,..,PH060600000
Antique,cpi_transport,100.0,100.925,101.341666666667,111.125,123.341666666667,..,PH060600000
Antique,cpi_information_communication,100.0,100.075,101.775,104.183333333333,104.508333333333,..,PH060600000
Antique,cpi_recreation_sport_culture,100.0,102.425,106.075,108.7,114.225,..,PH060600000
Antique,cpi_education_services,100.0,102.808333333333,105.283333333333,109.0,109.0,..,PH060600000
Antique,cpi_restaurants_accommodation_services,100.0,101.65,107.366666666667,109.991666666667,116.033333333333,..,PH060600000
Antique,cpi_financial_services,100.0,100.0,100.0,134.35,145.8,..,PH060600000
Antique,cpi_personal_care_miscellaneous_goods_services,100.0,101.166666666667,103.9,105.516666666667,109.616666666667,..,PH060600000
Capiz,cpi_food_non-alcoholic_beverages,100.0,104.55,104.233333333333,108.458333333333,116.566666666667,..,PH061900000
Capiz,cpi_alcoholic_beverages_tobacco,100.0,105.741666666667,125.366666666667,135.5,145.733333333333,..,PH061900000
Capiz,cpi_clothing_footwear,100.0,102.766666666667,105.616666666667,108.975,110.816666666667,..,PH061900000
Capiz,cpi_housing_water_electricity_gas_other_fuels,100.0,102.5,106.1,114.141666666667,122.141666666667,..,PH061900000
Capiz,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,103.325,107.483333333333,111.425,114.208333333333,..,PH061900000
Capiz,cpi_health,100.0,102.766666666667,111.366666666667,118.591666666667,122.041666666667,..,PH061900000
Capiz,cpi_transport,100.0,101.241666666667,105.3,121.508333333333,129.966666666667,..,PH061900000
Capiz,cpi_information_communication,100.0,100.408333333333,100.933333333333,101.333333333333,101.4,..,PH061900000
Capiz,cpi_recreation_sport_culture,100.0,102.8,104.2,103.625,105.625,..,PH061900000
Capiz,cpi_education_services,100.0,107.708333333333,112.466666666667,117.666666666667,121.908333333333,..,PH061900000
Capiz,cpi_restaurants_accommodation_services,100.0,100.591666666667,102.233333333333,105.033333333333,108.975,..,PH061900000
Capiz,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH061900000
Capiz,cpi_personal_care_miscellaneous_goods_services,100.0,101.616666666667,105.366666666667,108.883333333333,110.775,..,PH061900000
Iloilo,cpi_food_non-alcoholic_beverages,100.0,100.241666666667,102.308333333333,103.65,109.083333333333,..,PH063000000
Iloilo,cpi_alcoholic_beverages_tobacco,100.0,106.45,122.341666666667,141.375,153.783333333333,..,PH063000000
Iloilo,cpi_clothing_footwear,100.0,100.2,101.708333333333,105.058333333333,107.75,..,PH063000000
Iloilo,cpi_housing_water_electricity_gas_other_fuels,100.0,100.533333333333,99.4833333333333,97.7833333333334,97.925,..,PH063000000
Iloilo,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,101.866666666667,106.816666666667,109.583333333333,114.525,..,PH063000000
Iloilo,cpi_health,100.0,101.891666666667,107.216666666667,112.491666666667,112.958333333333,..,PH063000000
Iloilo,cpi_transport,100.0,102.9,101.275,104.6,122.55,..,PH063000000
Iloilo,cpi_information_communication,100.0,101.2,101.283333333333,101.291666666667,102.608333333333,..,PH063000000
Iloilo,cpi_recreation_sport_culture,100.0,102.175,105.1,107.0,112.433333333333,..,PH063000000
Iloilo,cpi_education_services,100.0,108.875,111.65,117.741666666667,118.808333333333,..,PH063000000
Iloilo,cpi_restaurants_accommodation_services,100.0,101.125,103.458333333333,105.366666666667,112.041666666667,..,PH063000000
Iloilo,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH063000000
Iloilo,cpi_personal_care_miscellaneous_goods_services,100.0,101.15,103.183333333333,105.4,109.416666666667,..,PH063000000
Negros Occidental,cpi_food_non-alcoholic_beverages,100.0,103.083333333333,106.641666666667,110.183333333333,121.608333333333,..,PH064500000
Negros Occidental,cpi_alcoholic_beverages_tobacco,100.0,110.141666666667,122.633333333333,139.683333333333,156.7,..,PH064500000
Negros Occidental,cpi_clothing_footwear,100.0,102.758333333333,106.283333333333,108.7,111.458333333333,..,PH064500000
Negros Occidental,cpi_housing_water_electricity_gas_other_fuels,100.0,103.208333333333,103.775,109.916666666667,118.333333333333,..,PH064500000
Negros Occidental,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,104.266666666667,108.691666666667,111.65,115.083333333333,..,PH064500000
Negros Occidental,cpi_health,100.0,104.608333333333,114.475,122.45,125.716666666667,..,PH064500000
Negros Occidental,cpi_transport,100.0,101.525,107.766666666667,127.675,137.941666666667,..,PH064500000
Negros Occidental,cpi_information_communication,100.0,101.733333333333,111.133333333333,119.041666666667,122.983333333333,..,PH064500000
Negros Occidental,cpi_recreation_sport_culture,100.0,104.95,104.466666666667,102.783333333333,106.183333333333,..,PH064500000
Negros Occidental,cpi_education_services,100.0,104.741666666667,106.458333333333,108.141666666667,112.225,..,PH064500000
Negros Occidental,cpi_restaurants_accommodation_services,100.0,102.883333333333,103.666666666667,106.508333333333,116.633333333333,..,PH064500000
Negros Occidental,cpi_financial_services,100.0,100.0,100.0,134.35,145.8,..,PH064500000
Negros Occidental,cpi_personal_care_miscellaneous_goods_services,100.0,102.525,106.466666666667,110.716666666667,116.066666666667,..,PH064500000
Guimaras,cpi_food_non-alcoholic_beverages,100.0,104.908333333333,106.766666666667,106.675,116.2,..,PH067900000
Guimaras,cpi_alcoholic_beverages_tobacco,100.0,108.966666666667,132.591666666667,146.983333333333,156.825,..,PH067900000
Guimaras,cpi_clothing_footwear,100.0,103.491666666667,107.725,111.533333333333,114.375,..,PH067900000
Guimaras,cpi_housing_water_electricity_gas_other_fuels,100.0,100.266666666667,104.816666666667,106.35,110.233333333333,..,PH067900000
Guimaras,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,102.35,107.141666666667,115.583333333333,120.5,..,PH067900000
Guimaras,cpi_health,100.0,105.95,110.791666666667,111.033333333333,115.325,..,PH067900000
Guimaras,cpi_transport,100.0,102.058333333333,112.35,136.6,149.766666666667,..,PH067900000
Guimaras,cpi_information_communication,100.0,100.725,100.683333333333,99.6,99.4833333333333,..,PH067900000
Guimaras,cpi_recreation_sport_culture,100.0,104.925,109.391666666667,118.1,136.633333333333,..,PH067900000
Guimaras,cpi_education_services,100.0,103.991666666667,107.4,115.925,128.291666666667,..,PH067900000
Guimaras,cpi_restaurants_accommodation_services,100.0,101.975,106.033333333333,117.275,121.666666666667,..,PH067900000
Guimaras,cpi_financial_services,100.0,100.0,100.0,147.7,163.6,..,PH067900000
Guimaras,cpi_personal_care_miscellaneous_goods_services,100.0,103.766666666667,107.608333333333,114.225,120.133333333333,..,PH067900000
Bohol,cpi_food_non-alcoholic_beverages,100.0,98.725,101.075,103.116666666667,108.7,..,PH071200000
Bohol,cpi_alcoholic_beverages_tobacco,100.0,105.683333333333,126.216666666667,133.3,141.266666666667,..,PH071200000
Bohol,cpi_clothing_footwear,100.0,100.9,102.466666666667,102.975,105.091666666667,..,PH071200000
Bohol,cpi_housing_water_electricity_gas_other_fuels,100.0,100.516666666667,99.25,102.908333333333,114.466666666667,..,PH071200000
Bohol,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,102.733333333333,106.275,110.375,114.341666666667,..,PH071200000
Bohol,cpi_health,100.0,104.541666666667,111.458333333333,115.908333333333,118.208333333333,..,PH071200000
Bohol,cpi_transport,100.0,102.95,106.4,109.983333333333,118.166666666667,..,PH071200000
Bohol,cpi_information_communication,100.0,100.2,100.2,100.2,100.35,..,PH071200000
Bohol,cpi_recreation_sport_culture,100.0,101.7,100.833333333333,99.4416666666667,99.9083333333333,..,PH071200000
Bohol,cpi_education_services,100.0,108.141666666667,113.5,113.8,118.058333333333,..,PH071200000
Bohol,cpi_restaurants_accommodation_services,100.0,100.0,100.516666666667,103.05,112.741666666667,..,PH071200000
Bohol,cpi_financial_services,100.0,100.0,100.0,134.05,145.4,..,PH071200000
Bohol,cpi_personal_care_miscellaneous_goods_services,100.0,100.875,102.525,104.308333333333,106.133333333333,..,PH071200000
Cebu,cpi_food_non-alcoholic_beverages,100.0,102.525,105.05,107.05,122.416666666667,..,PH072200000
Cebu,cpi_alcoholic_beverages_tobacco,100.0,103.9,114.858333333333,120.65,129.966666666667,..,PH072200000
Cebu,cpi_clothing_footwear,100.0,100.283333333333,100.525,101.116666666667,101.791666666667,..,PH072200000
Cebu,cpi_housing_water_electricity_gas_other_fuels,100.0,100.333333333333,100.158333333333,100.991666666667,106.408333333333,..,PH072200000
Cebu,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,103.408333333333,106.633333333333,110.283333333333,113.925,..,PH072200000
Cebu,cpi_health,100.0,101.916666666667,105.833333333333,108.525,109.75,..,PH072200000
Cebu,cpi_transport,100.0,97.175,97.1666666666667,96.0,112.233333333333,..,PH072200000
Cebu,cpi_information_communication,100.0,100.6,101.2,101.2,101.716666666667,..,PH072200000
Cebu,cpi_recreation_sport_culture,100.0,101.7,100.883333333333,99.575,100.133333333333,..,PH072200000
Cebu,cpi_education_services,100.0,102.266666666667,103.1,103.1,103.633333333333,..,PH072200000
Cebu,cpi_restaurants_accommodation_services,100.0,100.9,102.05,102.7,108.041666666667,..,PH072200000
Cebu,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH072200000
Cebu,cpi_personal_care_miscellaneous_goods_services,100.0,100.466666666667,102.433333333333,105.741666666667,107.925,..,PH072200000
Negros Oriental,cpi_food_non-alcoholic_beverages,100.0,98.0666666666667,99.8,103.991666666667,112.233333333333,..,PH074600000
Negros Oriental,cpi_alcoholic_beverages_tobacco,100.0,106.766666666667,129.966666666667,133.125,136.616666666667,..,PH074600000
Negros Oriental,cpi_clothing_footwear,100.0,101.3,102.266666666667,102.458333333333,103.791666666667,..,PH074600000
Negros Oriental,cpi_housing_water_electricity_gas_other_fuels,100.0,105.808333333333,106.433333333333,112.3,120.1,..,PH074600000
Negros Oriental,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,103.983333333333,110.808333333333,113.525,118.383333333333,..,PH074600000
Negros Oriental,cpi_health,100.0,102.016666666667,104.725,107.233333333333,110.008333333333,..,PH074600000
Negros Oriental,cpi_transport,100.0,102.366666666667,98.8833333333333,102.833333333333,113.683333333333,..,PH074600000
Negros Oriental,cpi_information_communication,100.0,100.1,100.1,100.1,100.516666666667,..,PH074600000
Negros Oriental,cpi_recreation_sport_culture,100.0,101.983333333333,101.425,100.166666666667,101.808333333333,..,PH074600000
Negros Oriental,cpi_education_services,100.0,107.808333333333,110.8,112.0,112.833333333333,..,PH074600000
Negros Oriental,cpi_restaurants_accommodation_services,100.0,99.9,99.975,100.166666666667,101.716666666667,..,PH074600000
Negros Oriental,cpi_financial_services,100.0,100.0,100.0,130.975,141.3,..,PH074600000
Negros Oriental,cpi_personal_care_miscellaneous_goods_services,100.0,100.958333333333,102.316666666667,103.475,104.558333333333,..,PH074600000
Siquijor,cpi_food_non-alcoholic_beverages,100.0,99.2666666666667,101.941666666667,106.966666666667,116.641666666667,..,PH076100000
Siquijor,cpi_alcoholic_beverages_tobacco,100.0,108.441666666667,121.583333333333,127.883333333333,135.925,..,PH076100000
Siquijor,cpi_clothing_footwear,100.0,101.691666666667,103.516666666667,106.166666666667,110.775,..,PH076100000
Siquijor,cpi_housing_water_electricity_gas_other_fuels,100.0,104.675,107.85,108.466666666667,114.066666666667,..,PH076100000
Siquijor,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,104.033333333333,104.6,104.875,113.483333333333,..,PH076100000
Siquijor,cpi_health,100.0,101.933333333333,105.116666666667,111.475,113.966666666667,..,PH076100000
Siquijor,cpi_transport,100.0,103.933333333333,104.175,106.841666666667,122.558333333333,..,PH076100000
Siquijor,cpi_information_communication,100.0,100.0,100.0,100.0,100.0,..,PH076100000
Siquijor,cpi_recreation_sport_culture,100.0,105.05,101.85,97.4666666666667,98.225,..,PH076100000
Siquijor,cpi_education_services,100.0,103.008333333333,104.3,104.3,105.666666666667,..,PH076100000
Siquijor,cpi_restaurants_accommodation_services,100.0,100.0,101.591666666667,106.308333333333,117.116666666667,..,PH076100000
Siquijor,cpi_financial_services,100.0,100.0,100.0,147.1,162.8,..,PH076100000
Siquijor,cpi_personal_care_miscellaneous_goods_services,100.0,101.325,101.808333333333,102.525,104.525,..,PH076100000
Eastern Samar,cpi_food_non-alcoholic_beverages,100.0,100.533333333333,102.458333333333,105.225,110.991666666667,..,PH082600000
Eastern Samar,cpi_alcoholic_beverages_tobacco,100.0,107.458333333333,117.141666666667,126.866666666667,137.791666666667,..,PH082600000
Eastern Samar,cpi_clothing_footwear,100.0,104.766666666667,109.225,117.858333333333,126.183333333333,..,PH082600000
Eastern Samar,cpi_housing_water_electricity_gas_other_fuels,100.0,97.25,96.3166666666667,106.15,114.575,..,PH082600000
Eastern Samar,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,105.525,109.733333333333,116.016666666667,119.983333333333,..,PH082600000
Eastern Samar,cpi_health,100.0,103.591666666667,106.616666666667,111.341666666667,116.175,..,PH082600000
Eastern Samar,cpi_transport,100.0,101.266666666667,100.983333333333,105.725,119.108333333333,..,PH082600000
Eastern Samar,cpi_information_communication,100.0,103.483333333333,106.916666666667,115.091666666667,119.241666666667,..,PH082600000
Eastern Samar,cpi_recreation_sport_culture,100.0,105.358333333333,105.275,105.366666666667,109.2,..,PH082600000
Eastern Samar,cpi_education_services,100.0,99.8083333333333,99.1,99.1,100.391666666667,..,PH082600000
Eastern Samar,cpi_restaurants_accommodation_services,100.0,105.258333333333,108.3,109.15,120.266666666667,..,PH082600000
Eastern Samar,cpi_financial_services,100.0,100.0,100.0,147.7,163.6,..,PH082600000
Eastern Samar,cpi_personal_care_miscellaneous_goods_services,100.0,105.016666666667,108.158333333333,110.716666666667,115.508333333333,..,PH082600000
Leyte,cpi_food_non-alcoholic_beverages,100.0,102.983333333333,103.508333333333,109.858333333333,118.95,..,PH083700000
Leyte,cpi_alcoholic_beverages_tobacco,100.0,103.283333333333,106.083333333333,108.175,111.416666666667,..,PH083700000
Leyte,cpi_clothing_footwear,100.0,102.941666666667,104.45,104.883333333333,105.825,..,PH083700000
Leyte,cpi_housing_water_electricity_gas_other_fuels,100.0,103.275,104.558333333333,105.65,111.5,..,PH083700000
Leyte,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,104.116666666667,105.608333333333,106.858333333333,107.758333333333,..,PH083700000
Leyte,cpi_health,100.0,103.333333333333,105.108333333333,106.641666666667,107.275,..,PH083700000
Leyte,cpi_transport,100.0,102.958333333333,103.141666666667,111.041666666667,124.441666666667,..,PH083700000
Leyte,cpi_information_communication,100.0,100.666666666667,101.4,101.516666666667,101.925,..,PH083700000
Leyte,cpi_recreation_sport_culture,100.0,102.7,102.625,101.483333333333,101.941666666667,..,PH083700000
Leyte,cpi_education_services,100.0,104.483333333333,108.1,108.1,108.516666666667,..,PH083700000
Leyte,cpi_restaurants_accommodation_services,100.0,105.091666666667,110.966666666667,112.708333333333,116.041666666667,..,PH083700000
Leyte,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH083700000
Leyte,cpi_personal_care_miscellaneous_goods_services,100.0,102.291666666667,103.75,104.375,105.825,..,PH083700000
Northern Samar,cpi_food_non-alcoholic_beverages,100.0,95.275,99.0583333333333,101.558333333333,108.016666666667,..,PH084800000
Northern Samar,cpi_alcoholic_beverages_tobacco,100.0,101.783333333333,118.025,125.483333333333,132.566666666667,..,PH084800000
Northern Samar,cpi_clothing_footwear,100.0,102.558333333333,109.341666666667,112.441666666667,112.4,..,PH084800000
Northern Samar,cpi_housing_water_electricity_gas_other_fuels,100.0,109.533333333333,113.616666666667,117.325,134.941666666667,..,PH084800000
Northern Samar,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,108.525,103.966666666667,103.091666666667,104.991666666667,..,PH084800000
Northern Samar,cpi_health,100.0,104.325,105.641666666667,106.758333333333,110.258333333333,..,PH084800000
Northern Samar,cpi_transport,100.0,103.558333333333,104.366666666667,112.625,123.716666666667,..,PH084800000
Northern Samar,cpi_information_communication,100.0,100.808333333333,95.475,94.4,95.2166666666667,..,PH084800000
Northern Samar,cpi_recreation_sport_culture,100.0,104.733333333333,104.366666666667,102.4,102.433333333333,..,PH084800000
Northern Samar,cpi_education_services,100.0,104.9,104.891666666667,104.6,104.058333333333,..,PH084800000
Northern Samar,cpi_restaurants_accommodation_services,100.0,101.066666666667,112.191666666667,120.266666666667,140.891666666667,..,PH084800000
Northern Samar,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH084800000
Northern Samar,cpi_personal_care_miscellaneous_goods_services,100.0,102.925,108.991666666667,110.7,112.25,..,PH084800000
Samar,cpi_food_non-alcoholic_beverages,100.0,98.9,102.483333333333,108.55,115.383333333333,..,PH086000000
Samar,cpi_alcoholic_beverages_tobacco,100.0,107.008333333333,113.608333333333,127.866666666667,140.9,..,PH086000000
Samar,cpi_clothing_footwear,100.0,103.3,106.916666666667,107.608333333333,107.975,..,PH086000000
Samar,cpi_housing_water_electricity_gas_other_fuels,100.0,99.0083333333333,100.516666666667,106.333333333333,118.991666666667,..,PH086000000
Samar,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,105.391666666667,115.416666666667,121.2,123.133333333333,..,PH086000000
Samar,cpi_health,100.0,102.891666666667,107.291666666667,114.766666666667,116.275,..,PH086000000
Samar,cpi_transport,100.0,100.616666666667,103.525,133.016666666667,145.016666666667,..,PH086000000
Samar,cpi_information_communication,100.0,99.175,96.9416666666667,97.5916666666667,97.6666666666667,..,PH086000000
Samar,cpi_recreation_sport_culture,100.0,107.508333333333,107.433333333333,103.808333333333,104.333333333333,..,PH086000000
Samar,cpi_education_services,100.0,107.266666666667,111.325,111.8,112.383333333333,..,PH086000000
Samar,cpi_restaurants_accommodation_services,100.0,105.025,120.683333333333,131.958333333333,134.208333333333,..,PH086000000
Samar,cpi_financial_services,100.0,100.0,100.0,134.5,146.0,..,PH086000000
Samar,cpi_personal_care_miscellaneous_goods_services,100.0,101.066666666667,103.608333333333,106.6,108.825,..,PH086000000
Southern Leyte,cpi_food_non-alcoholic_beverages,100.0,97.3,97.675,100.258333333333,109.05,..,PH086400000
Southern Leyte,cpi_alcoholic_beverages_tobacco,100.0,110.125,126.125,139.833333333333,147.166666666667,..,PH086400000
Southern Leyte,cpi_clothing_footwear,100.0,100.466666666667,101.341666666667,101.5,101.933333333333,..,PH086400000
Southern Leyte,cpi_housing_water_electricity_gas_other_fuels,100.0,103.116666666667,105.758333333333,111.316666666667,129.95,..,PH086400000
Southern Leyte,cpi_furnishings_household_equipment_routine_household_maintenance,100.0,101.883333333333,106.1,108.0,112.358333333333,..,PH086400000
Southern Leyte,cpi_health,100.0,101.75,106.991666666667,109.241666666667,110.458333333333,..,PH086400000
Southern Leyte,cpi_transport,100.0,101.741666666667,99.4333333333333,109.85,133.633333333333,..,PH086400000
Southern Leyte,cpi_information_communication,100.0,99.9333333333333,100.058333333333,100.5,100.666666666667,..,PH086400000
Southern Leyte,cpi_recreation_sport_culture,100.0,104.791666666667,106.866666666667,106.908333333333,107.75,..,PH086400000
Southern Leyte,cpi_education_services,100.0,102.216666666667,104.525,106.7,108.325,..,PH086400000
Southern Leyte,cpi_restaurants_accommodation_services,100.0,104.541666666667,112.658333333333,113.2,113.275,..,PH086400000
Southern Leyte,cpi_financial_services,100.0,100.0,100.0,134.425,145.9,..,PH086400000
Southern Leyte,cpi_personal_care_miscellaneous_goods_services,100.0,101.883333333333,105.9,108.483333333333,109.833333333333,..,PH086400000
Biliran,cpi_food_non-alcoholic_beverages,100.0,101.866666666667,105.758333333333,108.716666666667,113.85,..,PH087800000
Biliran,cpi_alcoholic_beverages_tobacco,100.0,101.65,104.391666666667,109.066666666667,112.458333333333,..,PH087800000
Biliran,cpi_clothing_footwear,100.0,101.5,104.058333333333,106.533333333333,108.825,..,PH087800000
